Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Fungal Infection,disminucion_del_libido,eco del pensamiento,procesamiento_info_deficit,pensamientos_intrusivos,obsesiones_presencia,procesamiento_info_deficit,anhedonia_relaciones_amigos,abulia,alogia,abulia_trabajo_estudio,ideas_suicidas,abulia_trabajo_estudio,alogia_bloqueos_pensamiento,expresion_facial_reducida,sueño_o_fatiga,anhedonia_sociabilidad,abulia_trabajo_estudio
Allergy,anhedonia_intereses_recreativos,taquicardia,anergia_fisica,atencion_deterioro,gesticulacion_reducida,obsesiones_presencia,sentimiento_de_culpa,desorganización del pensamiento,anhedonia_relaciones_amigos,hipoexpresividad emocional,irritabilidad,anhedonia,abulia,disnea,comportamiento social inadecuado,memoria_deterioro,ideas_suicidas
GERD,desorganización del pensamiento,catatonía,obsesiones_presencia,alogia_pobreza_contenido,alucinaciones,atencion_deterioro,abulia_higiene,alucinaciones,alogia,disnea,abulia_higiene,anergia_fisica,control_pensamiento,expresion_facial_reducida,abulia,catatonía,comportamiento motor desorganizado
Chronic Cholestasis,paranoia intensa,taquicardia,anhedonia,disnea,disnea,nerviosismo,alogia,irritabilidad,desorganización del pensamiento,taquicardia,comportamiento social inadecuado,taquicardia,comportamiento motor desorganizado,catatonía,control_pensamiento,disnea,dificultades en teoría de la mente
Drug Reaction,anergia_fisica,ideas_delirantes,contacto_visual_bajo,anhedonia_relaciones_amigos,temblores,cambios_en_el_apetito,sudoracion,afectividad_inapropiada,desorganización del pensamiento,anergia_fisica,catatonía,pensamientos_intrusivos,ideas_delirantes,sentimiento_de_culpa,alogia_pobreza_habla,anhedonia,lenguaje desorganizado
Peptic Ulcer Disease,anhedonia_sociabilidad,lenguaje desorganizado,dificultades en teoría de la mente,pensamientos_intrusivos,contacto_visual_bajo,ideas_delirantes,temblores,comportamiento motor desorganizado,paranoia intensa,pensamientos_intrusivos,memoria_deterioro,anhedonia_intereses_sexuales,sudoracion,alogia,nerviosismo,abulia,obsesiones_presencia
AIDS,sudoracion,ideas_suicidas,taquicardia,comportamiento motor desorganizado,alogia_pobreza_contenido,anhedonia_sociabilidad,dificultad_de_concetracion,comportamiento motor desorganizado,comportamiento motor desorganizado,temblores,alogia_pobreza_habla,dificultades en teoría de la mente,anhedonia_intereses_recreativos,gesticulacion_reducida,abulia_higiene,comportamiento social inadecuado,alucinaciones
Diabetes ,abulia_higiene,memoria_deterioro,ideas_delirantes,taquicardia,atencion_deterioro,taquicardia,dificultades en teoría de la mente,abulia_trabajo_estudio,memoria_deterioro,anhedonia_intereses_sexuales,abulia,eco del pensamiento,procesamiento_info_deficit,hipervigilancia,procesamiento_info_deficit,abulia_trabajo_estudio,lenguaje desorganizado
Gastroenteritis,anhedonia_relaciones_amigos,alogia_pobreza_contenido,tristeza,hipervigilancia,afectividad_inapropiada,afectividad_inapropiada,comportamiento social inadecuado,dificultades en teoría de la mente,expresion_facial_reducida,contacto_visual_bajo,contacto_visual_bajo,abulia_trabajo_estudio,dificultades en teoría de la mente,atencion_deterioro,control_pensamiento,irritabilidad,sueño_o_fatiga
Bronchial Asthma,taquicardia,procesamiento_info_deficit,alogia_pobreza_habla,afectividad_inapropiada,desorganización del pensamiento,hipervigilancia,ideas_suicidas,alogia_pobreza_contenido,hipoexpresividad emocional,dificultad_de_concetracion,paranoia intensa,abulia_trabajo_estudio,alogia_pobreza_habla,temblores,abulia_higiene,sudoracion,anhedonia_intereses_sexuales
Hypertension ,temblores,irritabilidad,lenguaje desorganizado,sentimiento_de_culpa,desorganización del pensamiento,irritabilidad,paranoia intensa,afectividad_inapropiada,alogia,lenguaje desorganizado,anhedonia_relaciones_amigos,comportamiento social inadecuado,anhedonia_intereses_sexuales,disnea,hipervigilancia,anhedonia_intereses_sexuales,pensamientos_intrusivos
Migraine,abulia_higiene,contacto_visual_bajo,alogia_pobreza_habla,expresion_facial_reducida,disminucion_del_libido,anhedonia_relaciones_familia,memoria_deterioro,hipoexpresividad emocional,obsesiones_presencia,paranoia intensa,lenguaje desorganizado,catatonía,ideas_delirantes,abulia,desorganización del pensamiento,memoria_deterioro,control_pensamiento
Cervical Spondylosis,hipervigilancia,anergia_fisica,paranoia intensa,alogia_pobreza_habla,hipoexpresividad emocional,ideas_suicidas,afectividad_inapropiada,anhedonia_intereses_sexuales,irritabilidad,procesamiento_info_deficit,ideas_delirantes,dificultad_de_concetracion,disnea,nerviosismo,anhedonia_intereses_sexuales,contacto_visual_bajo,taquicardia
Paralysis (Brain Hemorrhage),temblores,comportamiento social inadecuado,expresion_facial_reducida,catatonía,pensamientos_intrusivos,lenguaje desorganizado,ideas_suicidas,sentimiento_de_culpa,abulia,alogia,procesamiento_info_deficit,afectividad_inapropiada,lenguaje desorganizado,ideas_suicidas,procesamiento_info_deficit,anhedonia,abulia_trabajo_estudio
Jaundice,alogia_pobreza_contenido,catatonía,dificultades en teoría de la mente,control_pensamiento,sentimiento_de_culpa,anhedonia_relaciones_familia,taquicardia,abulia_higiene,alogia_pobreza_contenido,nerviosismo,anhedonia_intereses_sexuales,tristeza,pensamientos_intrusivos,afectividad_inapropiada,pensamientos_intrusivos,lenguaje desorganizado,preocupacion
Malaria,alogia,disminucion_del_libido,control_pensamiento,atencion_deterioro,anhedonia_relaciones_amigos,control_pensamiento,expresion_facial_reducida,anhedonia_sociabilidad,gesticulacion_reducida,memoria_deterioro,dificultad_de_concetracion,lenguaje desorganizado,catatonía,anhedonia,desorganización del pensamiento,alucinaciones,comportamiento motor desorganizado
Chicken Pox,alogia,afectividad_inapropiada,sueño_o_fatiga,pensamientos_intrusivos,obsesiones_presencia,dificultad_de_concetracion,cambios_en_el_apetito,alogia,catatonía,hipervigilancia,preocupacion,comportamiento social inadecuado,sentimiento_de_culpa,gesticulacion_reducida,anhedonia_intereses_sexuales,hipoexpresividad emocional,afectividad_inapropiada
Dengue,ideas_delirantes,taquicardia,anhedonia_intereses_sexuales,memoria_deterioro,abulia_higiene,control_pensamiento,comportamiento motor desorganizado,alogia,hipoexpresividad emocional,dificultades en teoría de la mente,nerviosismo,gesticulacion_reducida,paranoia intensa,dificultad_de_concetracion,taquicardia,sueño_o_fatiga,nerviosismo
Typhoid,obsesiones_presencia,eco del pensamiento,gesticulacion_reducida,temblores,alogia_bloqueos_pensamiento,atencion_deterioro,anhedonia,comportamiento motor desorganizado,procesamiento_info_deficit,procesamiento_info_deficit,alogia_pobreza_contenido,memoria_deterioro,alogia_pobreza_habla,alogia,abulia_trabajo_estudio,lenguaje desorganizado,sueño_o_fatiga
Hepatitis A,anhedonia_relaciones_amigos,lenguaje desorganizado,abulia_higiene,eco del pensamiento,alogia_bloqueos_pensamiento,hipoexpresividad emocional,disnea,control_pensamiento,ideas_suicidas,abulia_higiene,control_pensamiento,abulia_higiene,dificultades en teoría de la mente,paranoia intensa,disminucion_del_libido,sueño_o_fatiga,preocupacion
Hepatitis B,atencion_deterioro,abulia_higiene,abulia_higiene,preocupacion,lenguaje desorganizado,alogia_bloqueos_pensamiento,abulia_trabajo_estudio,catatonía,anhedonia_relaciones_amigos,alogia_pobreza_habla,disnea,catatonía,atencion_deterioro,control_pensamiento,alogia_bloqueos_pensamiento,comportamiento social inadecuado,irritabilidad
Hepatitis C,sentimiento_de_culpa,anhedonia_sociabilidad,alogia,ideas_delirantes,abulia_trabajo_estudio,cambios_en_el_apetito,abulia_higiene,gesticulacion_reducida,desorganización del pensamiento,alogia_pobreza_contenido,tristeza,sueño_o_fatiga,cambios_en_el_apetito,expresion_facial_reducida,memoria_deterioro,comportamiento motor desorganizado,expresion_facial_reducida
Hepatitis D,alogia,sudoracion,sudoracion,anhedonia,temblores,contacto_visual_bajo,anhedonia_relaciones_familia,anhedonia_relaciones_amigos,alucinaciones,procesamiento_info_deficit,paranoia intensa,anhedonia_relaciones_familia,sueño_o_fatiga,procesamiento_info_deficit,nerviosismo,alogia_pobreza_contenido,sentimiento_de_culpa
Hepatitis E,cambios_en_el_apetito,lenguaje desorganizado,alogia_pobreza_habla,obsesiones_presencia,anhedonia_relaciones_familia,alogia_bloqueos_pensamiento,disminucion_del_libido,comportamiento motor desorganizado,anhedonia_relaciones_familia,sueño_o_fatiga,comportamiento social inadecuado,anhedonia_intereses_sexuales,anhedonia_sociabilidad,atencion_deterioro,desorganización del pensamiento,disminucion_del_libido,taquicardia
Alcoholic Hepatitis,alogia_pobreza_habla,sueño_o_fatiga,anhedonia_intereses_recreativos,afectividad_inapropiada,alogia_pobreza_habla,disnea,pensamientos_intrusivos,ideas_suicidas,alogia_pobreza_contenido,afectividad_inapropiada,irritabilidad,pensamientos_intrusivos,anhedonia_intereses_sexuales,cambios_en_el_apetito,alogia,anhedonia_sociabilidad,atencion_deterioro
Tuberculosis,temblores,ideas_delirantes,anhedonia,afectividad_inapropiada,sueño_o_fatiga,pensamientos_intrusivos,ideas_delirantes,anhedonia_sociabilidad,alogia_pobreza_habla,pensamientos_intrusivos,taquicardia,anhedonia_intereses_recreativos,alogia_pobreza_habla,hipervigilancia,sueño_o_fatiga,control_pensamiento,alogia_pobreza_contenido
Common Cold,anhedonia_intereses_recreativos,abulia,dificultades en teoría de la mente,anhedonia_intereses_recreativos,comportamiento social inadecuado,hipoexpresividad emocional,irritabilidad,sentimiento_de_culpa,anhedonia_intereses_sexuales,desorganización del pensamiento,nerviosismo,comportamiento social inadecuado,alogia,alucinaciones,tristeza,abulia_trabajo_estudio,procesamiento_info_deficit
Pneumonia,dificultad_de_concetracion,alogia_pobreza_contenido,temblores,anhedonia_relaciones_amigos,expresion_facial_reducida,obsesiones_presencia,alogia,alogia,taquicardia,ideas_delirantes,memoria_deterioro,anhedonia_sociabilidad,abulia_higiene,disnea,sueño_o_fatiga,gesticulacion_reducida,control_pensamiento
Dimorphic Hemorrhoids (Piles),alogia_pobreza_contenido,anergia_fisica,obsesiones_presencia,dificultad_de_concetracion,irritabilidad,anhedonia_relaciones_familia,contacto_visual_bajo,anhedonia_relaciones_familia,sueño_o_fatiga,ideas_suicidas,anhedonia_intereses_sexuales,obsesiones_presencia,alucinaciones,tristeza,contacto_visual_bajo,procesamiento_info_deficit,alogia_pobreza_contenido
Heart Attack,hipervigilancia,gesticulacion_reducida,ideas_delirantes,abulia_higiene,comportamiento social inadecuado,comportamiento motor desorganizado,anhedonia_intereses_sexuales,afectividad_inapropiada,dificultades en teoría de la mente,procesamiento_info_deficit,taquicardia,alogia_bloqueos_pensamiento,nerviosismo,dificultades en teoría de la mente,tristeza,irritabilidad,control_pensamiento
Varicose Veins,atencion_deterioro,hipervigilancia,control_pensamiento,sudoracion,gesticulacion_reducida,disnea,eco del pensamiento,lenguaje desorganizado,anhedonia_intereses_sexuales,alogia_pobreza_contenido,alogia_bloqueos_pensamiento,comportamiento motor desorganizado,control_pensamiento,alogia_pobreza_habla,irritabilidad,memoria_deterioro,lenguaje desorganizado
Hypothyroidism,comportamiento social inadecuado,anhedonia_intereses_sexuales,catatonía,abulia_trabajo_estudio,alogia_pobreza_habla,atencion_deterioro,ideas_delirantes,disminucion_del_libido,anhedonia_relaciones_familia,sudoracion,control_pensamiento,hipervigilancia,dificultades en teoría de la mente,eco del pensamiento,abulia_trabajo_estudio,alogia_bloqueos_pensamiento,anhedonia_intereses_sexuales
Hyperthyroidism,gesticulacion_reducida,paranoia intensa,contacto_visual_bajo,anhedonia_intereses_sexuales,anhedonia_intereses_recreativos,cambios_en_el_apetito,expresion_facial_reducida,anergia_fisica,eco del pensamiento,temblores,sueño_o_fatiga,procesamiento_info_deficit,catatonía,tristeza,sentimiento_de_culpa,alucinaciones,disminucion_del_libido
Hypoglycemia,ideas_suicidas,cambios_en_el_apetito,anhedonia_relaciones_familia,obsesiones_presencia,dificultad_de_concetracion,cambios_en_el_apetito,obsesiones_presencia,preocupacion,abulia_higiene,ideas_delirantes,anhedonia_sociabilidad,cambios_en_el_apetito,hipervigilancia,ideas_delirantes,desorganización del pensamiento,atencion_deterioro,nerviosismo
Osteoarthritis,disminucion_del_libido,hipervigilancia,dificultades en teoría de la mente,sueño_o_fatiga,ideas_suicidas,abulia_trabajo_estudio,disminucion_del_libido,preocupacion,anhedonia_relaciones_amigos,anhedonia_intereses_recreativos,control_pensamiento,alogia_bloqueos_pensamiento,anhedonia,control_pensamiento,comportamiento motor desorganizado,eco del pensamiento,anhedonia_relaciones_familia
Arthritis,ideas_delirantes,atencion_deterioro,alogia_pobreza_habla,anhedonia_intereses_sexuales,desorganización del pensamiento,anergia_fisica,procesamiento_info_deficit,sueño_o_fatiga,anergia_fisica,alogia,alucinaciones,abulia_higiene,contacto_visual_bajo,gesticulacion_reducida,obsesiones_presencia,control_pensamiento,disminucion_del_libido
(Vertigo) Paroxysmal Positional Vertigo,anhedonia_intereses_sexuales,abulia,anhedonia_intereses_recreativos,alogia_pobreza_habla,desorganización del pensamiento,ideas_suicidas,sudoracion,sueño_o_fatiga,contacto_visual_bajo,pensamientos_intrusivos,sudoracion,abulia_trabajo_estudio,disminucion_del_libido,ideas_suicidas,atencion_deterioro,abulia,hipervigilancia
Acne,ideas_suicidas,irritabilidad,afectividad_inapropiada,anhedonia_sociabilidad,lenguaje desorganizado,anhedonia_intereses_sexuales,disminucion_del_libido,anhedonia_relaciones_familia,abulia_higiene,disminucion_del_libido,alogia_pobreza_contenido,dificultades en teoría de la mente,taquicardia,temblores,anhedonia_sociabilidad,dificultades en teoría de la mente,alogia_bloqueos_pensamiento
Urinary Tract Infection,dificultades en teoría de la mente,temblores,anhedonia_intereses_recreativos,anhedonia_intereses_sexuales,abulia_higiene,dificultad_de_concetracion,comportamiento motor desorganizado,anhedonia_intereses_sexuales,atencion_deterioro,disnea,catatonía,sueño_o_fatiga,memoria_deterioro,anhedonia_intereses_recreativos,abulia,pensamientos_intrusivos,pensamientos_intrusivos
Psoriasis,ideas_delirantes,desorganización del pensamiento,alogia_pobreza_habla,sentimiento_de_culpa,control_pensamiento,irritabilidad,dificultad_de_concetracion,dificultad_de_concetracion,cambios_en_el_apetito,tristeza,ideas_suicidas,lenguaje desorganizado,comportamiento social inadecuado,ideas_delirantes,eco del pensamiento,sueño_o_fatiga,alucinaciones
Impetigo,eco del pensamiento,disminucion_del_libido,cambios_en_el_apetito,tristeza,cambios_en_el_apetito,temblores,ideas_suicidas,comportamiento motor desorganizado,anhedonia_intereses_recreativos,gesticulacion_reducida,alucinaciones,alogia_bloqueos_pensamiento,pensamientos_intrusivos,anhedonia_relaciones_amigos,desorganización del pensamiento,abulia_trabajo_estudio,atencion_deterioro
Fungal Infection,hipoexpresividad emocional,alogia,abulia_higiene,lenguaje desorganizado,atencion_deterioro,sentimiento_de_culpa,catatonía,alucinaciones,anhedonia_sociabilidad,temblores,dificultades en teoría de la mente,cambios_en_el_apetito,paranoia intensa,sueño_o_fatiga,dificultades en teoría de la mente,catatonía,irritabilidad
Allergy,dificultades en teoría de la mente,sueño_o_fatiga,alogia_pobreza_contenido,abulia_higiene,nerviosismo,gesticulacion_reducida,afectividad_inapropiada,contacto_visual_bajo,lenguaje desorganizado,disminucion_del_libido,taquicardia,anhedonia_intereses_sexuales,paranoia intensa,desorganización del pensamiento,control_pensamiento,hipervigilancia,dificultades en teoría de la mente
GERD,expresion_facial_reducida,cambios_en_el_apetito,hipoexpresividad emocional,disminucion_del_libido,alogia_bloqueos_pensamiento,taquicardia,abulia_higiene,sueño_o_fatiga,sueño_o_fatiga,dificultad_de_concetracion,comportamiento social inadecuado,dificultad_de_concetracion,taquicardia,lenguaje desorganizado,gesticulacion_reducida,hipervigilancia,anhedonia
Chronic Cholestasis,alogia,anhedonia_relaciones_amigos,hipoexpresividad emocional,sudoracion,alogia_pobreza_contenido,alogia,taquicardia,abulia_higiene,cambios_en_el_apetito,disminucion_del_libido,obsesiones_presencia,alogia_bloqueos_pensamiento,eco del pensamiento,desorganización del pensamiento,sudoracion,sentimiento_de_culpa,control_pensamiento
Drug Reaction,comportamiento motor desorganizado,anhedonia_relaciones_familia,nerviosismo,pensamientos_intrusivos,alucinaciones,alogia_pobreza_contenido,eco del pensamiento,paranoia intensa,lenguaje desorganizado,control_pensamiento,catatonía,abulia,atencion_deterioro,comportamiento social inadecuado,cambios_en_el_apetito,alucinaciones,expresion_facial_reducida
Peptic Ulcer Disease,disminucion_del_libido,dificultades en teoría de la mente,eco del pensamiento,disnea,disminucion_del_libido,desorganización del pensamiento,abulia,temblores,anergia_fisica,alogia_pobreza_habla,dificultades en teoría de la mente,tristeza,anergia_fisica,obsesiones_presencia,dificultad_de_concetracion,alucinaciones,paranoia intensa
AIDS,anhedonia_intereses_recreativos,gesticulacion_reducida,disnea,paranoia intensa,temblores,alogia,alogia,comportamiento social inadecuado,hipoexpresividad emocional,abulia_higiene,abulia,sudoracion,afectividad_inapropiada,abulia_trabajo_estudio,afectividad_inapropiada,anhedonia,disnea
Diabetes ,control_pensamiento,preocupacion,gesticulacion_reducida,ideas_delirantes,afectividad_inapropiada,dificultad_de_concetracion,hipervigilancia,dificultades en teoría de la mente,atencion_deterioro,alogia_pobreza_habla,anergia_fisica,desorganización del pensamiento,anhedonia_relaciones_familia,anergia_fisica,alogia_pobreza_contenido,afectividad_inapropiada,irritabilidad
Gastroenteritis,alogia_pobreza_contenido,disnea,afectividad_inapropiada,hipoexpresividad emocional,anhedonia_intereses_sexuales,alucinaciones,anhedonia_intereses_recreativos,contacto_visual_bajo,atencion_deterioro,alogia,anhedonia_intereses_sexuales,gesticulacion_reducida,alogia_pobreza_habla,anhedonia,obsesiones_presencia,eco del pensamiento,memoria_deterioro
Bronchial Asthma,lenguaje desorganizado,pensamientos_intrusivos,irritabilidad,dificultad_de_concetracion,paranoia intensa,alogia_pobreza_habla,contacto_visual_bajo,temblores,anergia_fisica,anhedonia_relaciones_amigos,disminucion_del_libido,ideas_suicidas,taquicardia,sudoracion,procesamiento_info_deficit,control_pensamiento,ideas_suicidas
Hypertension ,anhedonia_sociabilidad,alogia,anhedonia_intereses_recreativos,alogia_bloqueos_pensamiento,anhedonia,abulia_higiene,preocupacion,nerviosismo,expresion_facial_reducida,disminucion_del_libido,gesticulacion_reducida,temblores,gesticulacion_reducida,sudoracion,procesamiento_info_deficit,dificultades en teoría de la mente,sentimiento_de_culpa
Migraine,ideas_delirantes,abulia_higiene,alogia_pobreza_habla,anhedonia_relaciones_familia,anhedonia_intereses_recreativos,anhedonia,obsesiones_presencia,abulia_trabajo_estudio,dificultad_de_concetracion,alogia_pobreza_habla,alogia_pobreza_habla,alogia_pobreza_habla,pensamientos_intrusivos,nerviosismo,anhedonia_relaciones_familia,ideas_delirantes,anhedonia_sociabilidad
Cervical Spondylosis,anhedonia_intereses_sexuales,atencion_deterioro,obsesiones_presencia,disnea,procesamiento_info_deficit,hipervigilancia,sentimiento_de_culpa,disminucion_del_libido,ideas_suicidas,desorganización del pensamiento,disminucion_del_libido,contacto_visual_bajo,hipervigilancia,atencion_deterioro,procesamiento_info_deficit,memoria_deterioro,atencion_deterioro
Paralysis (Brain Hemorrhage),sueño_o_fatiga,contacto_visual_bajo,abulia,sentimiento_de_culpa,anhedonia,anhedonia_intereses_sexuales,abulia,paranoia intensa,preocupacion,hipoexpresividad emocional,sudoracion,dificultad_de_concetracion,tristeza,alogia_bloqueos_pensamiento,control_pensamiento,contacto_visual_bajo,alogia_bloqueos_pensamiento
Jaundice,control_pensamiento,sueño_o_fatiga,abulia,disnea,hipoexpresividad emocional,procesamiento_info_deficit,eco del pensamiento,eco del pensamiento,sueño_o_fatiga,procesamiento_info_deficit,sudoracion,temblores,disminucion_del_libido,abulia_higiene,anhedonia_intereses_recreativos,disnea,anhedonia
Malaria,contacto_visual_bajo,tristeza,cambios_en_el_apetito,sueño_o_fatiga,pensamientos_intrusivos,alogia_pobreza_habla,alogia_bloqueos_pensamiento,ideas_suicidas,comportamiento motor desorganizado,abulia_trabajo_estudio,alogia,nerviosismo,ideas_delirantes,cambios_en_el_apetito,ideas_suicidas,anhedonia,expresion_facial_reducida
Chicken Pox,anhedonia_relaciones_amigos,procesamiento_info_deficit,disminucion_del_libido,anhedonia_sociabilidad,cambios_en_el_apetito,disnea,dificultad_de_concetracion,anhedonia,alogia,alogia,preocupacion,abulia_higiene,procesamiento_info_deficit,cambios_en_el_apetito,cambios_en_el_apetito,dificultad_de_concetracion,nerviosismo
Dengue,dificultad_de_concetracion,anhedonia_intereses_recreativos,procesamiento_info_deficit,sentimiento_de_culpa,hipoexpresividad emocional,alogia,ideas_suicidas,catatonía,gesticulacion_reducida,obsesiones_presencia,control_pensamiento,obsesiones_presencia,anergia_fisica,comportamiento social inadecuado,anhedonia_intereses_sexuales,disminucion_del_libido,sentimiento_de_culpa
Typhoid,ideas_delirantes,ideas_delirantes,atencion_deterioro,disnea,sueño_o_fatiga,ideas_delirantes,contacto_visual_bajo,gesticulacion_reducida,obsesiones_presencia,sentimiento_de_culpa,lenguaje desorganizado,alogia_bloqueos_pensamiento,sueño_o_fatiga,cambios_en_el_apetito,gesticulacion_reducida,dificultades en teoría de la mente,anhedonia_intereses_recreativos
Hepatitis A,afectividad_inapropiada,anhedonia_relaciones_amigos,pensamientos_intrusivos,abulia_higiene,anergia_fisica,anhedonia_sociabilidad,preocupacion,gesticulacion_reducida,procesamiento_info_deficit,paranoia intensa,abulia,abulia_trabajo_estudio,obsesiones_presencia,alogia_bloqueos_pensamiento,sentimiento_de_culpa,sentimiento_de_culpa,anhedonia_intereses_recreativos
Hepatitis B,ideas_suicidas,hipoexpresividad emocional,preocupacion,alogia_bloqueos_pensamiento,temblores,lenguaje desorganizado,comportamiento motor desorganizado,disnea,sueño_o_fatiga,nerviosismo,ideas_suicidas,preocupacion,contacto_visual_bajo,hipoexpresividad emocional,tristeza,anhedonia_relaciones_amigos,alogia_bloqueos_pensamiento
Hepatitis C,comportamiento social inadecuado,ideas_suicidas,dificultad_de_concetracion,hipoexpresividad emocional,abulia_higiene,disminucion_del_libido,tristeza,control_pensamiento,afectividad_inapropiada,alucinaciones,sudoracion,anhedonia,memoria_deterioro,nerviosismo,ideas_suicidas,comportamiento motor desorganizado,disnea
Hepatitis D,tristeza,contacto_visual_bajo,atencion_deterioro,cambios_en_el_apetito,abulia,lenguaje desorganizado,procesamiento_info_deficit,contacto_visual_bajo,catatonía,ideas_suicidas,anhedonia_relaciones_familia,preocupacion,gesticulacion_reducida,atencion_deterioro,dificultades en teoría de la mente,desorganización del pensamiento,ideas_suicidas
Hepatitis E,nerviosismo,desorganización del pensamiento,comportamiento social inadecuado,temblores,alogia_bloqueos_pensamiento,lenguaje desorganizado,comportamiento motor desorganizado,gesticulacion_reducida,memoria_deterioro,sueño_o_fatiga,alogia_bloqueos_pensamiento,ideas_delirantes,preocupacion,pensamientos_intrusivos,afectividad_inapropiada,catatonía,anhedonia_intereses_sexuales
Alcoholic Hepatitis,alucinaciones,anhedonia_intereses_recreativos,ideas_delirantes,anhedonia,anhedonia_relaciones_amigos,anhedonia_relaciones_familia,hipoexpresividad emocional,anergia_fisica,abulia_higiene,sentimiento_de_culpa,paranoia intensa,dificultad_de_concetracion,expresion_facial_reducida,lenguaje desorganizado,anhedonia_relaciones_amigos,sentimiento_de_culpa,sudoracion
Tuberculosis,taquicardia,disminucion_del_libido,anhedonia_intereses_recreativos,dificultad_de_concetracion,eco del pensamiento,ideas_suicidas,lenguaje desorganizado,atencion_deterioro,alogia_pobreza_contenido,sueño_o_fatiga,alucinaciones,paranoia intensa,ideas_suicidas,nerviosismo,paranoia intensa,alucinaciones,sueño_o_fatiga
Common Cold,gesticulacion_reducida,taquicardia,dificultades en teoría de la mente,catatonía,obsesiones_presencia,dificultad_de_concetracion,obsesiones_presencia,expresion_facial_reducida,temblores,hipoexpresividad emocional,control_pensamiento,comportamiento motor desorganizado,gesticulacion_reducida,comportamiento social inadecuado,abulia_higiene,anhedonia_sociabilidad,procesamiento_info_deficit
Pneumonia,anhedonia,alogia_pobreza_contenido,abulia,sudoracion,atencion_deterioro,anhedonia_relaciones_amigos,sudoracion,abulia_trabajo_estudio,ideas_delirantes,abulia,anhedonia_intereses_sexuales,ideas_delirantes,catatonía,sueño_o_fatiga,alogia_pobreza_habla,comportamiento social inadecuado,alucinaciones
Dimorphic Hemorrhoids (Piles),cambios_en_el_apetito,abulia_trabajo_estudio,afectividad_inapropiada,disminucion_del_libido,temblores,alogia_bloqueos_pensamiento,anhedonia_intereses_recreativos,eco del pensamiento,alogia_bloqueos_pensamiento,anhedonia_intereses_sexuales,lenguaje desorganizado,expresion_facial_reducida,catatonía,anhedonia_relaciones_amigos,cambios_en_el_apetito,contacto_visual_bajo,alogia_pobreza_contenido
Heart Attack,alogia_bloqueos_pensamiento,anhedonia_sociabilidad,anhedonia,abulia,comportamiento social inadecuado,ideas_suicidas,eco del pensamiento,control_pensamiento,comportamiento social inadecuado,comportamiento motor desorganizado,atencion_deterioro,alogia_pobreza_contenido,paranoia intensa,cambios_en_el_apetito,nerviosismo,disnea,anhedonia
Varicose Veins,hipervigilancia,anhedonia_relaciones_amigos,control_pensamiento,disminucion_del_libido,comportamiento motor desorganizado,pensamientos_intrusivos,procesamiento_info_deficit,comportamiento motor desorganizado,preocupacion,anhedonia_sociabilidad,alogia,ideas_delirantes,alogia_pobreza_habla,alogia,sentimiento_de_culpa,paranoia intensa,anhedonia_sociabilidad
Hypothyroidism,anhedonia_relaciones_familia,taquicardia,catatonía,abulia_higiene,memoria_deterioro,alogia,tristeza,lenguaje desorganizado,hipervigilancia,sudoracion,preocupacion,obsesiones_presencia,alogia,contacto_visual_bajo,obsesiones_presencia,anergia_fisica,abulia_higiene
Hyperthyroidism,anergia_fisica,anhedonia_sociabilidad,pensamientos_intrusivos,anhedonia_relaciones_amigos,eco del pensamiento,abulia_higiene,desorganización del pensamiento,anhedonia_relaciones_familia,anhedonia_sociabilidad,pensamientos_intrusivos,hipervigilancia,tristeza,afectividad_inapropiada,taquicardia,anhedonia,hipoexpresividad emocional,catatonía
Hypoglycemia,abulia_higiene,anhedonia,paranoia intensa,alogia,cambios_en_el_apetito,sueño_o_fatiga,disminucion_del_libido,contacto_visual_bajo,irritabilidad,obsesiones_presencia,alucinaciones,expresion_facial_reducida,alogia,catatonía,temblores,ideas_suicidas,abulia
Osteoarthritis,abulia_trabajo_estudio,catatonía,alogia_pobreza_contenido,preocupacion,abulia_trabajo_estudio,abulia_higiene,eco del pensamiento,eco del pensamiento,disnea,dificultad_de_concetracion,abulia,alogia_bloqueos_pensamiento,alogia_pobreza_habla,sudoracion,dificultad_de_concetracion,dificultades en teoría de la mente,temblores
Arthritis,sueño_o_fatiga,preocupacion,comportamiento social inadecuado,alogia,catatonía,anhedonia_intereses_recreativos,comportamiento social inadecuado,irritabilidad,dificultades en teoría de la mente,afectividad_inapropiada,anhedonia_relaciones_familia,disnea,dificultad_de_concetracion,alucinaciones,anhedonia_sociabilidad,dificultad_de_concetracion,cambios_en_el_apetito
(Vertigo) Paroxysmal Positional Vertigo,anhedonia_intereses_recreativos,temblores,tristeza,sudoracion,paranoia intensa,sentimiento_de_culpa,nerviosismo,afectividad_inapropiada,paranoia intensa,cambios_en_el_apetito,abulia_higiene,gesticulacion_reducida,hipoexpresividad emocional,anhedonia_intereses_recreativos,hipoexpresividad emocional,atencion_deterioro,tristeza
